id,category,sourceSheet,research,currency,levelCount,highestLevel,levelCosts,totalCost,sourceOrder,sourceRow,dataFlags,researchType
r307,Army Modernization,Army Modernization,Mounted Units' Strength IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,307,84,[],Boost
r308,Army Modernization,Army Modernization,Melee Units' Strength IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,308,86,[],Boost
r309,Army Modernization,Army Modernization,Ranged Units' Health IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,309,88,[],Boost
r310,Army Modernization,Army Modernization,Mounted Units' Health IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,310,90,[],Boost
r311,Army Modernization,Army Modernization,Melee Units' Health IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,311,92,[],Boost
r312,Army Modernization,Army Modernization,Flying Units' Health IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,312,94,[],Boost
r313,Army Modernization,Army Modernization,Flying Units' Strength IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,313,96,[],Boost
r314,Army Modernization,Army Modernization,Siege Engines' Strength IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,314,98,[],Boost
r315,Army Modernization,Army Modernization,Siege Engines' Health IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,315,100,[],Boost
r316,Army Modernization,Army Modernization,Strength of Fortifications IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,316,102,[],Boost
r317,Army Modernization,Army Modernization,Health of Fortifications IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,317,104,[],Boost
r318,Army Modernization,Army Modernization,Scouts' Strength IV,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,318,106,[],Boost
r319,Army Modernization,Army Modernization,Scouts' Health IV,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,319,108,[],Boost
r320,Army Modernization,Army Modernization,Ranged Units' Strength V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,320,110,[],Boost
r321,Army Modernization,Army Modernization,Mounted Units' Strength V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,321,112,[],Boost
r322,Army Modernization,Army Modernization,Melee Units' Strength V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,322,114,[],Boost
r323,Army Modernization,Army Modernization,Siege Engines' Strength V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,323,116,[],Boost
r324,Army Modernization,Army Modernization,Siege Engines' Health V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,324,118,[],Boost
r325,Army Modernization,Army Modernization,Strength of Fortifications V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,325,120,[],Boost
r326,Army Modernization,Army Modernization,Health of Fortifications V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,326,122,[],Boost
r327,Army Modernization,Army Modernization,Scouts' Strength V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,327,124,[],Boost
r328,Army Modernization,Army Modernization,Scouts' Health V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,328,126,[],Boost
r329,Army Modernization,Army Modernization,Ranged Units' Health V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,329,128,[],Boost
r330,Army Modernization,Army Modernization,Mounted Units' Health V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,330,130,[],Boost
r331,Army Modernization,Army Modernization,Melee Units' Health V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,331,132,[],Boost
r332,Army Modernization,Army Modernization,Flying Units' Strength V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,332,134,[],Boost
r333,Army Modernization,Army Modernization,Flying Units' Health V,Conquest Points,10,10,"[600000000,1200000000,1800000000,3000000000,5400000000,10400000000,18000000000,26400000000,41000000000,56000000000]",163800000000,333,136,[],Boost
r334,Economy,Economy,Stone Production I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,334,3,[],Boost
r335,Economy,Economy,Iron Production I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,335,4,[],Boost
r336,Economy,Economy,Lumber Production I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,336,5,[],Boost
r337,Economy,Economy,Warehouse Capacity I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,337,7,[],Boost
r338,Economy,Economy,Construction Speed I,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,338,8,[],Boost
r339,Economy,Economy,Training Queue Limit I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,339,9,[],Boost
r340,Economy,Economy,Food Production I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,340,11,[],Boost
r341,Economy,Economy,Silver Production I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,341,12,[],Boost
r342,Economy,Economy,Research Speed I,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,342,14,[],Boost
r343,Economy,Economy,Sacred Potion Production I,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,343,15,[],Boost
r344,Economy,Economy,Stone Production II,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,344,17,[],Boost
r345,Economy,Economy,Iron Production II,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,345,18,[],Boost
r346,Economy,Economy,Lumber Production II,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,346,19,[],Boost
r347,Economy,Economy,Warehouse Capacity II,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,347,21,[],Boost
r348,Economy,Economy,Training Queue Limit II,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,348,22,[],Boost
r349,Economy,Economy,Silver Production II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,349,24,[],Boost
r350,Economy,Economy,Food Production II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,350,25,[],Boost
r351,Economy,Economy,Research Speed II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,351,27,[],Boost
r352,Economy,Economy,Construction Speed II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,352,28,[],Boost
r353,Economy,Economy,Sacred Potion Production II,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,353,29,[],Boost
r354,Economy,Economy,Stone Production III,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,354,31,[],Boost
r355,Economy,Economy,Iron Production III,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,355,32,[],Boost
r356,Economy,Economy,Lumber Production III,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,356,33,[],Boost
r357,Economy,Economy,Training Queue Limit III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,357,35,[],Boost
r358,Economy,Economy,Warehouse Capacity III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,358,37,[],Boost
r359,Economy,Economy,Construction Speed III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,359,38,[],Boost
r360,Economy,Economy,Food Production III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,360,40,[],Boost
r361,Economy,Economy,Silver Production III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,361,41,[],Boost
r362,Economy,Economy,Research Speed III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,362,43,[],Boost
r363,Economy,Economy,Sacred Potion Production III,Valor Points,10,10,"[120000000,230000000,350000000,580000000,1000000000,2100000000,3500000000,5200000000,8100000000,12000000000]",33180000000,363,44,[],Boost
r364,Monster Boost,Monsters Boost,Beasts' Strength I,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,364,3,[],Boost
r365,Monster Boost,Monsters Boost,Giants' Strength I,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,365,5,[],Boost
r366,Monster Boost,Monsters Boost,Elementals' Strength I,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,366,6,[],Boost
r367,Monster Boost,Monsters Boost,Dragons' Strength I,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,367,7,[],Boost
r368,Monster Boost,Monsters Boost,Beasts' Health I,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,368,9,[],Boost
r369,Monster Boost,Monsters Boost,Giants' Health I,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,369,11,[],Boost
r370,Monster Boost,Monsters Boost,Elementals' Health I,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,370,12,[],Boost
r371,Monster Boost,Monsters Boost,Dragons' Health I,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,371,13,[],Boost
r372,Monster Boost,Monsters Boost,Beasts' Strength II,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,372,15,[],Boost
r373,Monster Boost,Monsters Boost,Giants' Strength II,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,373,17,[],Boost
r374,Monster Boost,Monsters Boost,Elementals' Strength II,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,374,18,[],Boost
r375,Monster Boost,Monsters Boost,Dragons' Strength II,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,375,19,[],Boost
r376,Monster Boost,Monsters Boost,Beasts' Health II,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,376,21,[],Boost
r377,Monster Boost,Monsters Boost,Chance for Beasts to Strike Two Squads,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,377,22,[],Boost
r378,Monster Boost,Monsters Boost,Elementals' Health II,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,378,24,[],Boost
r379,Monster Boost,Monsters Boost,Chance for Elementals' to Strike Two Squads,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,379,25,[],Boost
r380,Monster Boost,Monsters Boost,Giants' Health II,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,380,27,[],Boost
r381,Monster Boost,Monsters Boost,Chance for Giants to Strike Two Squads,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,381,28,[],Boost
r382,Monster Boost,Monsters Boost,Dragons' Health II,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,382,30,[],Boost
r383,Monster Boost,Monsters Boost,Chance for Dragons to Strike Two Squads,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,383,31,[],Boost
r384,Monster Boost,Monsters Boost,Beasts' Strength III,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,384,33,[],Boost
r385,Monster Boost,Monsters Boost,Chance for Beasts to Block a Strike,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,385,34,[],Boost
r386,Monster Boost,Monsters Boost,Beasts' Health III,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,386,35,[],Boost
r387,Monster Boost,Monsters Boost,Elementals' Strength III,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,387,37,[],Boost
r388,Monster Boost,Monsters Boost,Chance for Elementals to Block a Strike,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,388,38,[],Boost
r389,Monster Boost,Monsters Boost,Elementals' Health III,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,389,39,[],Boost
r390,Monster Boost,Monsters Boost,Giants' Strength III,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,390,41,[],Boost
r391,Monster Boost,Monsters Boost,Chance for Giants to Block a Strike,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,391,42,[],Boost
r392,Monster Boost,Monsters Boost,Giants' Health III,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,392,43,[],Boost
r393,Monster Boost,Monsters Boost,Dragons' Strength III,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,393,45,[],Boost
r394,Monster Boost,Monsters Boost,Chance for Dragons to Block a Strike,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,394,46,[],Boost
r395,Monster Boost,Monsters Boost,Dragons' Health III,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,395,47,[],Boost
r396,Logistics,Logistics,Resource Gathering on the World Map I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,396,3,[],Boost
r397,Logistics,Logistics,Troop Marching Range I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,397,5,[],Boost
r398,Logistics,Logistics,Caravan Speed I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,398,7,[],Boost
r399,Logistics,Logistics,Caravan Carrying Capacity I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,399,8,[],Boost
r400,Logistics,Logistics,Portal Duration I,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,400,10,[],Boost
r401,Logistics,Logistics,Crypt March Range I,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,401,11,[],Boost
r402,Logistics,Logistics,Maximum Portals I,Valor Points,1,1,"[8500000,null,null,null,null,null,null,null,null,null]",8500000,402,12,[],Boost
r403,Logistics,Logistics,Resource Gathering Speed II,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,403,14,[],Boost
r404,Logistics,Logistics,Caravan Speed II,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,404,16,[],Boost
r405,Logistics,Logistics,Caravan Carrying Capacity II,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,405,17,[],Boost
r406,Logistics,Logistics,Troop Marching Range II,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,406,19,[],Boost
r407,Logistics,Logistics,Resource Gathering Speed III,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,407,21,[],Boost
r408,Logistics,Logistics,Portal Duration II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,408,22,[],Boost
r409,Logistics,Logistics,Maximum Portals II,Valor Points,1,1,"[80000000,null,null,null,null,null,null,null,null,null]",80000000,409,23,[],Boost
r410,Logistics,Logistics,Caravan Speed III,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,410,25,[],Boost
r411,Logistics,Logistics,Caravan Carrying Capacity III,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,411,26,[],Boost
r412,Logistics,Logistics,Crypt March Range II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,412,28,[],Boost
r413,Logistics,Logistics,Captain Stror,Valor Points,1,1,"[80000000,null,null,null,null,null,null,null,null,null]",80000000,413,30,[],Boost
r414,Logistics,Logistics,Portal Duration III,Valor Points,10,10,"[9600000,19000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2712600000,414,32,[],Boost
r415,Logistics,Logistics,Troop Marching Range III,Valor Points,10,10,"[9600000,19000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2712600000,415,33,[],Boost
r416,Logistics,Logistics,Maximum Portals III,Valor Points,1,1,"[900000000,null,null,null,null,null,null,null,null,null]",900000000,416,34,[],Boost
r417,Logistics,Logistics,Crypt March Range III,Valor Points,10,10,"[9600000,19000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2712600000,417,36,[],Boost
r418,Logistics,Logistics,Resource Gathering on the World Map IV,Valor Points,10,10,"[9600000,19000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2712600000,418,38,[],Boost
